,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Hsd17b11,342092.95262542856,116.47202017422664,208.40773987614665,85.54512537974531,263.2881753727504,167.78630220672943,113.52256534372334,153.31248808433557,204.4594632031896,0.01492556658832464,0.034796514078617925,0.007642770806446973,0.04598430406262266,0.024599870046939268,0.013204882877829371,0.02157564248642945,0.031694292795411576,312711.93258106423,654290.3499043764,991048.0392584534,1229021.1136744942,1324874.8390138424,1153531.0911801688,382215.05413445935,788113.0138311577,1189767.960509291,1399036.3189725946,1473626.6830536902,1397670.3448077969,276525.5429325518,590553.4126107122,919385.9243531922,1169488.9697490027,1260932.7068029428,1044397.2294835659,411584.0398197939,848967.7635468522,1281428.9896750087,1484284.912449,1551669.458903865,1517702.9521330588,0.5255,0.3329510851084524,0.7112185357225131,1.0897685433335507,1.306418258123677,1.3561750424043906,1.203468535307416,342092.95262542856,730746.5262292122,1119690.4150225357,1342288.7002747671,1393411.6610009393,1236512.27777501
Hsd17b12,507318.1935109444,247.13722172688028,837.5756457677459,81.20638175673773,1334.8060842733373,562.424171954561,194.80256557571244,408.3204442669271,708.9284642499632,0.0036657379724306925,0.01565577822742856,0.001607196185022877,0.02513934843308225,0.010487936281616416,0.0031656020571030207,0.007153125968654089,0.013966055516690848,337652.95817460556,757747.1126138249,832716.5123674156,860361.2426889022,840695.1886788516,785647.2610654506,775016.9173640569,993966.1922799548,1016777.0277104692,1017550.9882016359,1002914.2681313036,984427.0687834291,171842.40293534985,665474.2395026147,766320.1354987399,806046.9739457968,750895.4951355972,678977.301779816,1017812.4182323816,1117447.7293039046,1131698.7406256285,1134979.659640106,1080817.1612650994,1075647.8674905135,0.5425,0.5878294793336343,1.038083318848448,1.12721455113797,1.1372136937495896,1.08747333479256,1.022185622137799,507318.1935109444,895903.6124371302,972827.1035859304,981456.726877596,938528.9902842019,882183.3226936248
Hsd17b2,60996.023017010266,47.610244030808495,105.61437611681163,29.3679722754735,167.21848761460495,80.15950280409041,48.902234671607275,72.38064727496989,108.84452094244506,0.004030519032812535,0.020431723143510553,0.001545380336950153,0.04093566863217484,0.010277336450077838,0.003622592599947145,0.008448917045027727,0.018546150697906435,45282.741756797506,90238.86078206806,112890.2638078075,128401.94898349975,135663.3274704137,147944.35452924966,79397.29150480058,114491.33480490306,144833.95971342555,172188.28697059644,192019.7666430109,217446.68697626848,31800.089702358637,78763.77903364765,97588.71510285695,107554.99027033275,106116.18431458694,122443.23175553825,96863.96316173492,128081.72008590554,162328.11296326926,192011.77110427996,213335.4222080484,250703.6598981668,0.648,0.4515906223378084,0.7637344074934244,0.9975030124476489,1.1455236055038955,1.2261929376451275,1.4154554145720946,60996.023017010266,103157.06127197719,134732.01988078546,154725.05572885164,165621.00483997533,191184.5525042979
Hsd17b4,563101.3009226286,521.8670886159306,606.7991693332862,487.0540885656546,654.9124823260903,568.2672516509595,522.1830152400673,563.7949451901947,607.3841003009023,0.013708285290122935,0.018193202504962525,0.011615206139447219,0.020266095797245334,0.0157020815028337,0.01333740474221786,0.015488556367167372,0.017736504616976317,553558.2228683579,1455690.7761835956,2099391.8240926075,2261174.7209615367,1961879.7068991787,1492347.2564413503,571327.2333231254,1549786.4049796546,2213558.735753871,2366884.951383679,2114038.507911623,1713052.5278982131,544742.3271822615,1406549.1112704813,2040702.9688134803,2196879.668977746,1885076.4558958304,1398242.213177146,580426.1733492058,1592527.3883921662,2266843.698555516,2404592.0779311885,2192662.251458961,1831359.1257743568,0.0005,0.3316779479305472,0.8891629028373798,1.273488790151088,1.361835334934479,1.201466670142734,0.9423683540037731,563101.3009226286,1509563.0880612922,2162046.644700727,2312035.676561126,2039772.1621041263,1599891.8511126272
Hsd17b6,55768.15093158057,64.68975344809523,94.57925266237146,52.971067768365444,111.33400257949467,83.32363488672489,64.12609607776972,77.76075029681365,93.98572248093436,0.0060463587367523665,0.01442218543488653,0.002924509809844993,0.019185272470664778,0.010391594903210344,0.005281302266455071,0.008939461338153381,0.013160333408042253,40894.91372644071,182505.00487732532,338833.8883838878,429116.19618631905,445988.95424559736,390576.74062976334,76912.25249103308,230105.029150651,415087.54809298436,504343.0521035817,507061.96993683797,464515.2874699803,20453.911631910294,162534.04873891288,303540.3269280759,397908.6599654929,414833.01617734827,357775.0660557946,91073.52428108462,254789.2350583839,451277.7651491342,547906.5423103912,538109.5518443694,505824.07608130673,0.675,0.1631892036125143,0.6283091643979541,1.1379129004467958,1.4106906728138957,1.413326816779989,1.2465712419488513,55768.15093158057,214717.88290014875,388869.4654689956,482088.3282576745,482989.20203684643,426002.28219166485
Hsd3b3,0.6678210656480132,0.7333574175119919,4.322730571353123,0.31549019644112924,10.373109164324067,1.9066102743300748,0.7138302835350638,1.728895864546906,4.2304143932914915,0.034741753932464314,0.2737741088716214,0.008811087630740759,0.6350616986072533,0.07468461264413415,0.027978904403150866,0.08603212736316995,0.2290587650300396,0.5168972708216018,139.32055519344252,126.01882060730895,100.8244056092657,104.09381233729202,44.74727859287752,208.73230078645625,382.8537292744837,405.58103587877366,391.6605313368652,385.1466336646035,277.3161144818208,0.5168972708216018,59.741307212788655,49.90751052076838,34.29093878560191,29.05449835932453,14.75047283636034,440.73601220945284,534.3320384750032,584.433438906035,589.7787928672457,578.1722942608664,531.508324312891,0.3285,0.002716377989235177,1.1613466445707903,1.377125097902141,1.3167863856047122,1.2047825714471212,0.9372429224860005,0.6678210656480132,285.5168746166948,338.5659705888632,323.73170845524777,296.1955898356058,230.4210127405319
Hsdl2,80633.98209917232,123.71391255022081,195.4087175252217,93.47821760414793,232.04374732338465,162.2866647522664,119.52469658764687,152.25013976638598,189.19799873379552,0.006956929544750312,0.01557746986138047,0.0038257053863834257,0.020451852797736654,0.011110056872516982,0.006200659860740254,0.009859062664171197,0.014172229519888209,64184.440325985255,141297.11022534323,186533.71963274406,205871.19526655425,193560.67679918293,166442.27192935193,103776.22853786223,160744.82517356836,197901.1613695213,210048.93645323886,209333.73977480628,197895.63117797652,44901.62631097043,132242.04238301082,180689.23017789988,203937.0047251287,185393.5885587976,151246.53662398452,120877.6774650867,169785.88514668122,203938.69106169516,212162.97161779727,216344.54194095495,214370.01911104703,0.2345,0.4803537371326747,0.8925384160516551,1.1510258700694176,1.2393127273994888,1.1849989003528292,1.051770348993935,80633.98209917232,149824.8501038617,193215.52478569944,208035.68818453,198918.36522174798,176554.12030195762
Hsp90aa1,1449257.4887810228,40.66198768888492,233.54990715035612,10.11061254245079,375.78642704355605,156.44116534179076,29.605323321212843,87.4057705621098,185.38812673110394,0.002688932254852524,0.008520029489631592,0.0014526810254826927,0.014111979987101068,0.007155897450794463,0.002650596619574954,0.004852771674291148,0.008433956879213795,1362647.4945527436,1478895.5454153032,1466604.9891772263,1406543.661136885,1322124.4428728304,1207545.272051052,1706090.8123804762,1703877.6068602796,1650798.917121742,1576906.654544631,1507260.97564391,1434671.3127423394,1157251.1962702814,1379915.883408783,1377231.821721945,1317236.1437576215,1224110.6369000091,1103046.591948755,1829762.8945292216,1808032.191365752,1733602.6910352816,1643191.326827416,1575783.7898462748,1529431.820164724,0.6920000000000001,0.9750641811005463,1.096871417432791,1.0743781840398898,1.021533643641661,0.9543095268045428,0.8778430469805686,1449257.4887810228,1630302.0321699285,1596869.8873189425,1518325.9848787123,1418409.4289829545,1304755.7632308842
Hsp90ab1,4021311.1428908487,47.12919664392158,181.93875198200604,12.88285024317457,246.11230861788076,117.06268078677643,32.638326088218186,79.72577331143417,144.28534748480124,0.0029041852455012314,0.007398643778048952,0.00151639368862689,0.009606958565039129,0.005481719033993918,0.002521092408920585,0.004281676445089422,0.006621077094933413,3819667.2999734688,4327298.551296353,4237698.094559599,4048712.961492189,3745905.863622703,3427912.4255694873,4546562.985784174,4745871.024508808,4541219.294092088,4309890.400290372,4090145.037443473,3922102.2426015465,3445525.9490918545,4123944.234403426,4118492.567977617,3914384.6705772523,3601215.749420988,3173286.541141535,4848842.445181624,4973220.400695462,4735486.32237735,4419345.830240472,4263911.964551897,4144696.085944514,0.0935,0.9731625499527521,1.1167680133935618,1.0794191402526474,1.01930269682517,0.944648990867466,0.8666986087084029,4021311.1428908487,4614718.945464601,4460385.592066171,4211971.877586899,3903487.154618073,3581379.8762563444
Hsp90b1,9275472.73638583,205.33846108258106,1180.6190656489255,23.854943444586493,1456.6318094601838,760.7792241082744,90.39063544149155,414.54467585856463,825.2737707884037,0.0031950632374162084,0.0072486637557932845,0.00211618959524763,0.009523688558943701,0.00649855776318958,0.003005238018342572,0.004700528992715459,0.006886621284302756,9231601.530423934,10384717.126661582,10029588.225084383,9502992.940375157,8788603.482984314,7995593.958693283,11193415.652384393,10986653.953825023,10566170.271604205,9993449.597953798,9406521.30509484,8856661.975721274,7969116.522815319,10081913.094834734,9816091.299284078,9193080.406959403,8476863.263090907,7630041.6973365685,11661845.221734693,11309431.08531101,10875803.12549846,10195543.947587997,9694113.161950557,9307130.639584877,0.4485,0.9624346460703507,1.1195424263878313,1.0899401816848207,1.0217444879276987,0.9452180716431862,0.8611201862861129,9275472.73638583,10789600.411401352,10504308.506335698,9847071.881733902,9109547.842300659,8299053.700176628
Hspa12a,0.4941726448239479,18.294581373649443,91.2663961133131,5.431936282458989,178.0041919314748,57.742602940489995,15.024586613768102,39.92156211325118,79.56558311878723,0.006352861920212598,0.05113971566329932,0.0025430465845172937,0.14654054246382522,0.014325227098296344,0.006378612641578198,0.01804972859110818,0.05145733858274668,0.6400950779789127,421.5597070015498,598.9474494457232,416.4480741849562,742.4861604746029,866.2087689386645,1123.3187060860269,1572.3856278622068,2416.911707733964,3091.62088090069,5032.866003038776,9894.79520715044,0.06280132551829354,130.77922950811592,39.16880108418463,76.39814878650802,97.84714505263454,247.24414378097165,2293.436156229398,2283.007466076615,3534.021328418061,5179.358494080831,8398.491158393235,17572.615584263116,0.5670000000000001,0.00013387565271756195,0.20853987214178463,0.5202369106000383,0.8510611308921346,1.4221491356340827,2.997879075079242,0.4941726448239479,769.7792546712626,1920.3405908962243,3141.5057288057224,5249.551994140856,11066.01388170068
Hspa13,9032.829309266372,6.798141357075624,40.37011599372931,2.5647118200665395,100.59518497848217,19.971944336824226,6.578596224915088,16.0676586530174,39.27303504709028,0.010778724636446415,0.06555865622235263,0.004039281824043984,0.163442686425722,0.025215598181624617,0.010613436590930676,0.027165660992509045,0.06481496537087274,500.4393719763575,5835.595601143665,6319.2685218942615,5110.5157826981185,2985.8372299904586,1670.676968515155,14216.927297400835,13946.456163500612,14203.202928922243,12913.128398395753,10254.100081722458,8171.874614569911,29.51982139654501,2737.125066951989,2779.9522471150262,1436.1819018619015,797.4813191212427,557.0659816442551,24295.661734569552,18174.47150174959,17730.53486146986,16000.219005641875,14219.766834429567,12948.624069279156,0.856,0.9588110452534743,1.1149349147548688,1.1948184518220362,1.1194288038806661,0.8941824003285717,0.7178243839603831,9032.829309266372,10503.651189437203,11256.223198823493,10545.98751170742,8423.971577614459,6762.5265337126975
Hspa1b,66889.48052517668,171.47503295529404,931.2100415156173,34.15991551920298,1934.9246300703494,512.2352527760332,121.33819388266654,346.5069458717656,731.8662676055791,0.003810972543880789,0.01909962343866862,0.0015640951294215724,0.03599628387614189,0.011300319916724703,0.003481551522046267,0.008235264760827095,0.017748363745195565,53802.75534045369,83822.30497183815,81193.243677646,79138.99906753986,71624.80135875188,62070.370062705515,94683.02747271508,152097.37611884053,141106.24710185482,130897.05567504266,123360.9864676178,116361.05741092244,28435.590677313965,61177.84585199957,56701.76269627732,52823.46237242704,41271.6279997607,37797.22490247408,109400.14053939402,215093.79674547128,178915.73152443906,156047.61775924484,142275.10296224285,144317.16637886828,0.774,0.6115493198032528,1.2629985406516722,1.1872911495452063,1.0614733691896805,0.9586152849606284,0.9180723358495592,66889.48052517668,138143.09582655717,129862.44224876056,116100.86048211015,104850.54329737413,100416.07379968821
Hspa4,859958.5415832935,30.79859399764343,167.26083127195082,8.855232235292272,278.41128770555696,112.2814481979274,23.561104766899355,65.07100260182189,138.62565093046666,0.00177061096665304,0.0052459848554900395,0.001037500204407619,0.008524717714591236,0.0043852965102087115,0.0017259235587849025,0.002999802381005337,0.005127661982271863,822408.6543786902,860368.1700002633,869898.0232355269,851708.1104640096,824574.524543972,787842.7188485449,942119.2183827752,929157.4605098184,923856.3622586569,897007.624247973,871474.4868682177,848470.6324433808,758546.6345125311,826590.5134391773,840238.5391703424,829220.1228510856,795757.1834522777,748426.6889324131,996934.8750528188,971562.0435325216,945819.516165495,917763.2397134552,889323.8585210242,872019.9724248138,0.017,0.9943282028536249,1.035374932149587,1.0411647488759945,1.0165867822498913,0.9805503369498405,0.9319949969210616,859958.5415832935,895458.3748987085,900465.778222668,879209.1827904875,848042.5631017972,806048.8036193696
Hspa4l,27246.101065421743,16.503745361644476,39.51101504062195,8.912361296369971,57.76311155069606,29.19429971112948,14.959108603280667,24.39936684191579,36.62851907013626,0.002358047537868147,0.0082103598422485,0.0011445453692976516,0.013555953913505128,0.005748947359666402,0.0022199995275742424,0.004338705092074654,0.007849507767298638,23422.8151994667,30353.974133477514,33278.37658880155,34848.56600103038,33430.61708813518,31280.763458670048,32313.577610131302,35577.34143361367,36824.88407120165,38290.375903681874,37772.38272028915,37273.83606990322,19546.744978456903,27580.56959727965,31618.284899302333,33053.24750777745,31478.03352275215,27801.677810433517,36619.532261808934,37755.51745600018,38392.79309971819,39947.96554595687,40058.52008800459,39755.45068662538,0.4115,0.8146425809975525,0.9718385881546815,1.0444461113841141,1.097436279991083,1.0686647544968733,1.0029716849756953,27246.101065421743,32503.594839979007,34931.987318060164,36704.26822138745,35741.991132382755,33544.85578343005
Hspa5,20599506.96588399,44.494003818127545,741.6813282524569,9.148455167128427,1388.3409704421288,369.23737430404003,28.591630822821386,137.27534805590497,518.4385107122012,0.0027292285159851134,0.005310673165312639,0.0018441062307946753,0.007788465660488352,0.0044668386103010995,0.002714229188577601,0.0038382746019944903,0.005291759243870576,19435267.969008327,19612412.59626977,18999148.687538985,17978268.345949247,16763312.820081456,15445519.837998156,22787182.87399841,21504286.31842165,20219446.12067442,18845297.917757913,17748690.05009001,16829198.031066462,17733553.857713386,18703538.83983204,18288242.66006446,17513327.52517656,16200823.67244332,14845628.765259728,24613646.87474329,22370919.258205254,20737941.05513107,19315538.666715227,18144772.310343973,17494615.599963844,0.6325,1.0975178313128353,1.0951408569843053,1.0472723708326799,0.9866229889750445,0.920043276280322,0.853402675614814,20599506.96588399,20554893.112840973,19656441.000452776,18518101.988175895,17268455.543889053,16017666.282472001
