,protein V1,protein V2,protein V3,protein V4,protein V5,protein V6
Eps15l1,0.0,7435.145548496174,3009.9618610449243,3409.259871616653,6428.272429856101,6375.953911759302
Eps8,40997.802340682494,241829.459880012,361389.498921136,493923.49467503483,486854.85981017596,540072.8928158653
Eps8l2,159829.63960167492,463190.6105692068,407727.2597041495,692303.2216771009,569923.4075698697,872973.3867784732
Eps8l3,77848.14539624995,657506.5653839868,824245.4480667122,1200690.3622697354,1228181.9311716317,1486013.1567072314
Ept1,149777.63420046683,0.0,54614.3097494353,184784.94810366444,205798.95598046097,271331.8635676996
Erap1,372267.5559591214,640108.0533567608,844297.4242266754,889681.7334069334,794270.8619800566,780737.1737654248
Erbb2,1721.0209641585552,1763.7209915831083,6646.619575308051,4266.426191117871,6703.403083847392,5557.931471192452
Erbb2ip,3862.456149796255,26371.016235856536,13704.546505238915,35596.20417500026,23792.23661151711,39571.677081030466
Erbb3,5002.399781408409,8252.493133333714,18346.15612733557,17808.08435419286,22534.493787742165,24153.013341517337
Ergic3,27881.406158456946,68270.97490821614,64659.156923166694,64935.432834767664,80476.98199763057,67357.93878116061
Erh,440225.982949585,304463.0056488535,740357.9671590385,623055.8102000728,527488.8993065709,470149.47178975405
Erlin1,87350.0045275294,154186.1033362235,226066.1127854985,205296.6384962031,196480.36397578032,219352.87555196838
Erlin2,700440.5388130071,1187362.0928712136,1517346.8436672394,1319569.0154196664,1286540.224858644,1387797.6817209146
Ermp1,24628.955413366515,19329.29938950688,35835.47395070403,12776.673699031639,3477.038543359313,7808.484810734577
Ero1l,188429.78550681632,189519.45794630886,218912.27876107773,251664.35440300856,272598.1869361969,182284.7621768697
Ero1lb,3721.0471406780566,8470.92277554934,20649.527578284808,22320.782414675632,29095.360386202687,27383.60284110663
Erp29,603624.196054881,835670.0439398959,831330.0613413798,885441.8267466299,916737.2682410836,820380.918434374
Erp44,822146.2018358166,1815032.4629425108,1672598.725241426,1669453.8700802193,1557749.6394767514,1466560.298821817
Esd,477564.38886121643,749670.9444720241,851304.9068892461,1020081.7292148324,934604.5820680213,1074416.880890351
Espn,0.0,15678.775622773775,29259.572669997233,278787.061804873,199706.4968908834,92970.85599625918
Esrp1,28070.85160289453,9400.804876562894,0.0,13686.895865982196,6890.659863241449,11784.969972509089
Esyt2,23314.62579747808,22181.274475476534,18454.428345293025,23145.647856585387,23768.854310761308,30577.053451047334
Etf1,163647.46869317626,167614.81519457028,149603.3356215707,148236.39597678796,152901.56790884654,153742.96161764002
Etfa,2723046.0575799984,5559768.496156102,6265842.60352415,6157415.951529665,5953335.159448473,5588778.185058379
Etfb,5490071.808088904,10228721.858642325,12561510.233147183,11442042.037927505,11455823.67419411,10566084.963861665
Etfdh,757912.7428643357,1483958.5177553003,1680238.3352697203,1432313.63338927,1462407.9166525444,1413062.5088361306
Ewsr1,503642.4312040186,461537.0766656737,410532.13131079794,334047.2530469644,370510.3690649632,361480.8294987485
Exoc1,0.0,0.0,0.0,2159.483052617364,0.0,2597.7346497869303
Exoc3l4,26956.265250558525,151570.92313347734,264610.809263193,235860.5554871001,204144.17736251483,233272.51890367857
Exoc8,0.0,5099.081295317022,4945.020781401252,18232.13322996798,10926.164880123737,10031.447600453283
Exosc3,5766.75596328139,0.0,0.0,0.0,0.0,0.0
Exosc4,0.0,26783.675943395487,11852.528357582267,0.0,16397.037947221892,22753.089496437446
Exosc9,45063.784329310736,59624.67929597705,50683.22225397836,40674.58507566,69887.02555311912,39350.422938008334
Ezr,1718818.1242925578,3473269.5666300002,5236793.058355201,7340319.379353261,7470979.328935955,9072623.615443498
F11r,237976.54961788628,588481.6446778422,666892.3590240014,768498.6243272977,825124.0616836871,798474.9706249938
Faah,181334.4358840614,656680.274278406,690418.7175694884,708890.1057572264,653277.0271161342,742069.9713735294
Fabp1,12207513.802421601,24960867.26164399,29216398.63724702,42765555.436707914,38095586.54400977,49179363.37407665
Fabp2,20782212.055205353,34225014.80119681,59050951.9824428,80116810.13758087,78939467.80736327,109961876.10219553
Fabp6,120220.37496507577,529351.9412090097,553487.218534734,700170.1575177019,660402.3197908392,928251.4540215266
Faf1,0.0,0.0,7898.541676016613,6012.309241076277,0.0,0.0
Faf2,83936.10066431516,143008.16439390607,155893.16815860328,123593.92270434476,178378.97997079563,117824.47178464681
Fahd1,137440.36999344625,476873.41483582655,519416.0565152312,669826.4679680696,542319.030896507,692358.1312404348
Fam114a1,3675.359687496391,45822.50648355765,9964.59703875006,24933.26535004861,47408.248643217645,29795.92153276543
Fam114a2,2848.330485514972,2569.977003051446,3270.110838249085,22494.257419279365,6689.351885520952,17788.213234650964
Fam120b,0.0,0.0,3436.3289177569154,0.0,0.0,4980.965439811474
Fam129b,0.0,0.0,0.0,0.0,3031.797115791624,3239.345759267261
Fam134c,24153.47950080405,45106.605097129024,76848.08170778619,44952.207653312835,62186.60700552743,68797.60032506222
Fam136a,162252.65919793892,319071.0075677195,262572.6798647374,307263.44912011723,324094.1200414469,264528.06958941434
Fam162a,15255.131684513439,20670.928745149104,8291.558195635354,42613.69295711049,0.0,0.0
Fam175b,0.0,8846.855446495309,14788.457899360166,38562.51367243862,7925.3686135132575,25654.77091210102
Fam20b,31160.26076480434,74556.28627836189,56043.665374804084,69858.47339506068,66013.62132864642,49928.05473974995
Fam210b,63906.43983672741,142680.86676349235,175859.3243994977,149427.57343106417,212062.18158962595,156791.99749565567
Fam213a,202849.65312982726,876286.7349553084,776963.6803448822,1454066.8337562433,1242918.767677047,1306013.6535817534
Fam213b,34165.655837007,77344.8654608236,130272.52036245739,193819.7026236921,259969.09915949934,179506.74332048817
Fam3a,19608.92542588707,21832.9507161756,66940.18110574945,55192.02910595765,76734.10894360702,57139.034917166995
Fam3b,338803.4139384993,514800.77487839904,396649.13567754946,402054.14295330737,366028.62313509826,365728.9227918652
Fam3c,299161.1233815149,581324.0020826195,865975.6526709858,798457.8396321011,725046.3072004918,675512.1962924184
Fam49b,21862.222928860963,35226.84646777044,30204.30343321655,24341.80250331582,29596.01169308098,38611.99320888296
Fam63a,21406.18155807248,58118.20838882471,0.0,32468.799191113027,26210.7006617266,41500.51473903694
Fam73b,0.0,0.0,0.0,4986.673546257029,1645.90957791482,1334.9517830728137
Fam83b,6908.606392459669,11273.204873854816,14517.574440505055,23503.013634220286,25327.751681065154,31692.84468173322
Fam83h,44307.37676020034,71274.93296325057,98187.24069301103,130209.94531680827,126170.2930044494,152568.54064831298
Fam96a,0.0,13023.026996724207,0.0,49232.98090313303,18380.488383074073,40322.85247811612
Fam98a,3595.5597385123983,12101.967599213449,5238.62641524059,9851.580183725599,15009.349050403129,9631.41619693225
Fam98b,161752.35442310318,223183.20365165063,157911.60157881165,86784.70827367423,125746.5211435321,147506.7747442905
Farp1,6618.438555492668,3893.6555480003635,0.0,7629.191284540193,6225.007779809507,7986.278549567317
Farp2,321.4698140620687,4829.660341831819,10125.829797190105,4590.140320305467,10265.088369061323,9549.3896394695
Farsa,215396.85237252564,294617.3696075356,215075.5723517767,240594.04810164231,256745.68658867956,290101.1469776601
Farsb,95779.86192671556,121044.72845933058,73725.1220024661,122600.82638762615,118000.08530814167,110871.38880495462
Fas,0.0,16856.635147919897,0.0,35429.27569875919,28922.306287720192,24930.747683330595
Fasn,149949.9090959629,154494.7985918477,107559.86978361278,118564.83763840995,102036.09812545044,119661.60838911471
Fau,791366.5299928181,885079.3861479857,678620.4773905379,696277.3402619936,557358.229524228,568120.337661272
Fbl,360376.7067875841,393236.40667835175,302214.8524220533,253356.80491387035,309470.84302734915,204620.30335246725
Fblim1,69049.22191184957,108474.63161630696,143169.6877361217,130279.8390125847,140699.7260744357,186849.44184735834
Fbp1,2380.1723225563887,46031.53373010347,44125.42280511653,61409.094741762,104445.44625012032,74326.763746518
Fbp2,643889.2670755135,1211200.849928224,1496454.2249695978,1690965.4570188355,1425353.148032595,1836531.2420118158
Fbxo9,0.0,738790.3072318602,0.0,0.0,0.0,0.0
Fdx1,404623.2496166032,1013794.7557189064,680497.3886701532,867937.9667203273,756497.9170187026,889063.3845935991
Fdxacb1,4879.5535413057805,52587.84049603142,8977.050764831138,44893.30576842034,0.0,44127.45662128492
Fdxr,14053.538167098694,25052.870641089175,28054.494547756545,44819.758974320255,51130.83321598509,37891.64826367256
Fech,7803.5531830654145,11728.936450723237,12651.596848339657,11425.270518499792,11045.526822445776,14017.62692124564
Fen1,82834.51187744598,38380.3916006837,49136.95880223517,17706.80680832375,29876.867089080075,39251.053512985665
Fermt1,9311.092114120447,2389.5465930266546,6551.469816010529,2665.2658251091343,0.0,2685.200248256707
Fgd4,0.0,0.0,0.0,3663.0147915903603,4591.707541877189,1980.6037997475373
Fhl1,26237.132299207176,0.0,6682.086264259991,6105.583464975773,10001.087830751887,6116.332673296268
Fignl1,0.0,0.0,0.0,0.0,1824.850054836239,0.0
Fip1l1,63546.402032076374,46275.63171765014,42102.93227789475,48175.47272981164,49986.2267911388,56466.22005964542
Fis1,1068293.2252501883,2419644.2054110686,1363523.6755642837,3027759.978409447,2747682.502192107,3272115.556857888
Fkbp1a,3938465.778627696,2664182.6108595533,2467737.350016027,2920216.7757582176,3177642.6182552823,3664370.576144933
Fkbp2,790342.9812656905,1710673.4831688323,1433341.743459471,1682703.1919496174,1388898.0482655633,1566785.0028765644
Fkbp3,377178.48381635325,274358.731879887,210725.87669780204,131810.16629529666,168642.3922482512,129158.56694846845
Fkbp4,1088083.6698098807,1152996.1141965196,984845.6030836125,751346.8026480945,916342.5448740922,741136.8652089026
Fkbp5,23647.77622113154,28251.630681110622,22872.204682021318,55402.1190093991,36684.3398910404,37756.89986370905
Fkbp8,162562.95889483907,485510.58904685423,588697.2676180926,576355.6843556236,547826.0213129972,558126.1500250491
Flad1,4854.512685640748,12573.018066933266,23409.927621999497,19452.61659680613,27587.517335679975,24505.98747539355
Flii,18871.534477653397,51953.45338928346,60292.04047692513,297195.3166215092,141583.78276395702,84908.46165348457
Flna,1831.0685974767732,3650.5563330323657,553.8671150985687,14598.33843061498,5655.402999634086,9942.679555409268
Flnb,414758.1995162596,852763.1971411667,868013.3773181965,1070672.6786225562,1018563.8288744023,1217512.4017037002
Fmn1,0.0,0.0,0.0,8643.692992571952,13913.575003088572,1384.408774549516
Fmo4,25711.16352442729,119116.9617950427,191528.13775295825,186263.52104756125,161766.79340191605,137879.1104820021
Fmo5,300611.4329331365,1094755.5062007625,1395025.4633912563,1800896.9380806247,1610285.0535189237,1652671.761735849
Fmr1,44370.13463025013,28446.51626508573,41401.65509374939,25773.846263358577,30453.0940949888,22428.686643270474
Fndc3a,9496.610062722491,16283.24980454611,15944.276310367193,16538.609576187402,2820.29411667452,19513.193670257897
Fnta,52034.10861857707,101884.87756606659,65932.59867870304,180174.25452149674,121691.67120833337,165408.73608902018
Fosl1,16947.712621696483,38554.73990336778,0.0,2145895.2099444936,11726.76573096004,0.0
Frk,1991.975172470461,7527.722255493692,8786.281171921457,12508.693626628803,12557.009052606754,14126.27952349304
Fth1,35310.391924351985,37677.76979766945,39463.572890726646,77220.06270617,59574.50630270637,92941.23469040825
Ftl1,40541.36806625748,60687.099191137786,62585.393373334795,140356.23981123578,98022.41350864885,166634.9324910122
Fubp1,346949.2811485116,326220.6693751215,204533.1626567448,226028.68177836854,247065.69665955863,229321.6395245663
Fuca1,19917.17407387715,41619.02619596914,18372.55297408835,73190.94962895321,52361.95915056487,63590.1556978077
Fus,1318952.3572955816,1317883.561283886,1145415.4121252256,867194.8678401372,998118.7033919753,895313.8955217107
Fut8,111522.32052364468,142081.52570580572,81378.05131954976,50140.36576112226,52024.3871215301,43273.660875896516
Fxr1,33769.292591494814,65274.346040407545,70602.66055962526,58398.975024063446,76806.39027043596,62390.18779065526
Fxr2,0.0,0.0,3614.3540124885676,5065.748233366577,3040.725964696384,2427.556569891625
G3bp1,211102.39994244755,267669.7339950166,138069.5653055262,176701.39666504072,78646.44993191246,91574.2211471169
G3bp2,89225.99577283677,163656.87942710094,133995.91691795332,165095.83082969213,175245.3923976048,168246.2114113161
G6pdx,211694.4349044183,333615.7318241547,321320.74933262944,372127.200426991,414445.24008967326,383480.3560103325
Gadd45gip1,81564.57602677747,182690.05914722418,105789.32947895004,253675.8648727524,228830.5167352365,232707.49118869932
Gak,17818.231613708344,24567.970632488312,51182.177576736525,65276.03074543491,50294.87107860966,52474.19078403264
Gal3st2,39760.932251624254,33351.01715982905,79151.90152575381,58546.46855405883,45217.79778329122,37725.55489667758
Gale,842774.0796702579,586790.7387371914,324326.36407567246,487555.67033295037,404276.55938818166,616375.0010986149
Galm,644710.4685026137,1057768.4768451524,1370345.1082177528,1455447.0494930083,1538880.26637672,1872377.0423175683
Galnt1,136300.50641338708,205367.45725631237,231271.83602821355,211580.4463259012,238006.32721483312,197664.95656684894
Galnt3,82710.55598560341,13152.542697308936,9790807.93494939,27900.005772525306,6432566.9742150735,18962.057948315938
Galnt5,4329.14031327033,0.0,0.0,0.0,0.0,0.0
Galnt6,202715.71076343596,178741.7391201972,127656.39867024784,134433.21206662164,139494.7900462638,128881.37246306131
Galnt7,405876.70702184865,231188.67929523217,136585.0682407991,124269.861309129,108292.56790510488,110130.3748427159
Ganab,936816.627999354,1468292.4154098765,1619830.6965682192,1424440.181911126,1519746.9026518567,1381644.654552348
Gapdh,3779269.0903384862,6909464.733509825,7329407.075696855,6123934.150891858,7918119.666967494,7520377.029894692
Gar1,0.0,78036.93131781933,25118.418336311668,10971.721192690335,34944.34489933992,10329.73501839742
Gart,70005.63377396796,74625.07018284383,63478.92741057371,66165.75349549929,59496.75369406001,60792.114269288046
Gata4,25030.44208806517,40273.076304320726,28493.981440707696,38941.571313785054,36648.58019405582,21349.09847437752
Gata6,0.0,0.0,39292.91414793352,19209.670877387493,18681.998788118864,7677.887732810309
Gatad2a,10602.323766612746,15067.740549122127,18514.221764004462,37592.070161314274,40000.22929341913,28838.186819418952
Gatad2b,6951.666888251309,9300.77166255427,0.0,10001.322225500315,5225.964681430913,9920.984389723553
Gatb,5010.079889350192,3200.256140908207,7888.97308709587,7250.056051739682,14821.08163821119,13574.23883733526
Gba,9183.484458244593,17107.99257670854,21638.133611023255,34972.44308100004,35543.48157580513,27293.39672439946
Gbas,4328.5415497721715,14623.577733707865,14879.610092273542,37370.59992978094,21821.400796012287,31438.662511880193
Gcat,115873.73449992754,262366.6862159535,313521.41218123323,340245.50551837904,183178.2088356601,260748.82274248736
Gcc1,0.0,0.0,0.0,1551.8352373313678,1701.1398217677513,3359.4225250380364
Gcc2,21187.260309288573,52049.88927262979,41517.67632423984,73925.97722062236,44884.46982574939,23463.88746926112
Gcdh,34669.25497182235,77091.6966129731,71919.67262079677,84324.64138109969,112516.38260816775,84836.52064502714
Gclm,289411.6962167721,31485.038334354318,65369.49968627642,108781.0760952435,109759.17124366305,145824.5461564428
Gcn1l1,25799.58089610928,11241.648635518231,19318.518742365868,19532.141932272196,16560.59340051395,18843.147587290965
Gcsh,52139.361145241164,174565.1326972366,143418.34692754125,261675.53189579552,259135.80733493238,259003.2686291732
