,SEM protein V1,SEM protein V2,SEM protein V3,SEM protein V4,SEM protein V5,SEM protein V6
Arfip2,18245.499395616585,3641.3401042579844,6914.682532255437,4001.8967799579978,6122.234550511241,5630.280814955083
Arg2,123942.15422488019,663682.2001395941,623622.6099246483,395874.51174323104,293545.1674107396,437595.3419781882
Arglu1,169676.7618795622,214214.50270846282,112604.73390100073,91919.03936974802,118501.18806671411,98576.9785285877
Arhgap1,111811.59461802662,105996.46945195389,47159.55673138166,37148.62320932965,48293.30640383569,61828.69700399553
Arhgap17,10387.025452009404,10771.239472337544,13114.675627967023,14958.634955537995,18468.02424058269,19647.15686149164
Arhgap18,3805.26758515225,6222.237114392359,6402.338558623493,5984.564020468905,12382.688319784302,16006.078829103186
Arhgap26,366.2120012544376,534.8812899675007,577.2174972909845,3092.5791700410978,1835.6835405476834,2146.270019144851
Arhgdia,1038437.596466884,580778.9592423986,306359.21776350174,424473.4108954709,490524.3069069524,972960.1759177259
Arhgef16,13587.592517582427,70870.73664619523,17378.938013276955,22621.17267810977,40055.4722374215,48214.720278292174
Arhgef5,880.6575117612331,4271.107314691347,4185.596081157882,1710.182130185248,2528.540728582485,3801.067964848504
Arhgef7,2887.42412595108,2361.8751122145422,1436.2038159714666,1493.761226453118,4515.418408898803,4356.896065437733
Arid1a,2507.6956499463345,1982.7811679168938,908.1256977418839,1878.9505622034228,1989.9697721681994,1039.5973616220424
Arih1,3151.0252007753556,4222.712210465157,2624.918496405588,6043.297934689912,6466.207049580099,9955.942512805465
Arl1,95948.63630339425,93207.24873515271,68542.93704645682,25082.369425547586,63715.32277088727,46929.14581307374
Arl2,4485.883449111922,20432.22560397949,18063.696798315654,13025.229426820359,18550.355498421784,14145.368239967034
Arl6ip1,26372.26119406529,60868.49975245006,41325.351120529,32359.350729865742,12461.593892144223,125407.99822851698
Arl6ip5,47964.707122668435,9457.984835236166,23899.669113884425,30565.537444187295,47146.63347241481,85984.75200479559
Arl8b,48438.540042954795,18279.680269525656,101668.55750328497,90774.08003187501,19986.083743910753,23973.332128414022
Armc1,15922.663499287853,13155.946843584114,25529.57887250083,11765.585233438907,6267.446108290569,21461.117681775948
Armc10,18328.036047427373,2126.2864960542774,15475.90611778953,10509.212196270217,20259.091089073896,21657.195244183007
Arpc1b,123789.57929157016,179699.30696527183,149784.51444156855,161838.9546681087,46125.99859787914,213502.25091698984
Arpc2,83925.29508155493,77010.63657156605,83645.19185304016,103964.25961107832,40549.550998033614,104653.20158119264
Arpc3,68653.64980166433,143650.55035272532,256347.7496513601,237493.08823576363,106798.2960738552,237801.0734241456
Arpc4,123910.22395334455,275747.2584813115,204492.78523205567,432068.2996935602,469825.00545216136,428932.14183210937
Arpc5,148664.14078676677,222289.4557152803,336463.97193833126,337074.9227072052,327142.6681802519,421575.23762614944
Arpin,87272.90061757162,43670.70346056919,74842.47076612849,46408.242298035264,40806.199869024065,63729.97903039829
Arrb1,42495.2054234633,76374.63780719563,67230.16715202258,52151.159718898154,35973.88465760245,72897.31191283511
As3mt,27673.825394058244,50841.55612817046,54419.931502337844,32796.46050505138,21169.363568327935,33537.55181964043
Asah2,11458.89619947705,151356.37247695893,191839.70470061598,20624.201836549575,52081.51715109822,205412.6917349132
Asap2,1154.9152220274475,1739.8519300701796,1907.2590133624497,284.1279339839418,827.4456154543694,2300.3730622791586
Ascc2,8779.39589455911,3065.2613540688662,1163.2335163405182,11495.432481215037,5205.518911475074,8518.609968903645
Ascl3,63959.324329292496,430994.9029744515,100811.66371204292,102667.58340333759,410190.0246485997,351989.4630794825
Asl,14311.85500060103,14435.683734690438,14086.083540402387,7238.773942423941,5148.536888398831,8050.323645455355
Asna1,65145.76369524537,123330.13532168536,138086.62649645554,50097.22314763614,146708.04915860412,96097.47771464656
Aspa,4783.221199085631,21538.7355915377,14950.05949124331,24899.84199397274,24469.41261139794,31368.358137627274
Aspscr1,1927.7281528632054,2815.597843812182,11485.315638502518,14627.793355243188,3108.4318423425702,10869.496690925918
Atad1,20125.612280421916,17786.758544134733,19672.660966345535,22566.657728050828,11875.894610678422,13096.481545373501
Atf3,122753.69290253989,1737263.7738152507,193482.40679638725,16188.71556652841,226521.0146055418,214774.72011555685
Atg2a,3987.602567658117,5624.256515046203,3196.2965463369146,9813.773679685684,9352.319697635005,7397.517089916966
Atg3,29201.81131181842,25251.45145729413,17533.485459694337,45346.2738174001,43385.93022468505,34819.97809091982
Atg4b,2362.4364689923855,2589.5545923889185,2159.869598224098,4152.9338619304835,1975.7999829582811,4930.462684835037
Atic,35816.06234788685,52040.36629700351,66638.11918402677,43022.013792856116,41857.53239872305,65827.67526413125
Atl2,12533.030434322436,56510.30452643984,49298.0768873424,71312.32748684542,62963.44170446515,52568.1977673713
Atl3,206.4245814163603,301.4992572902367,325.3631226075138,3976.2358001065495,332.8564460522166,333.23381711650165
Atox1,216088.99871624124,191964.53887275275,209457.47248109517,275634.93274058675,283506.00678530266,315289.32371178764
Atp13a1,9144.309469009506,10324.512970541056,134461.54397679475,24869.613047831586,16510.66992508371,20285.011033935483
Atp1a1,377110.5644171449,722044.8205283078,1989590.2292328489,2021042.278733782,1607174.7466300416,1403855.468760486
Atp1b1,1568900.8948342176,3683082.308819046,2353525.260361383,2560752.98408456,2457145.819428892,3748545.0344819655
Atp1b3,169.83200003622932,248.05292821090532,267.6864812869013,3271.37433882296,273.8514743260073,274.16194937778454
Atp2a2,31042.620960811244,277109.4864907217,377948.4432990265,71010.88948005177,192046.00651006043,98172.11696027876
Atp2b1,19483.98538213504,7499.409186466105,23247.803269011805,7878.763952385103,12715.211076669464,22775.918556139077
Atp2c1,5866.400900685692,1474.7562490987787,1198.156578993469,3642.464485125263,2277.175869324311,2919.552223435971
Atp5a1,681965.6125499638,4225980.40392273,3575737.758043581,239372.82404276312,2406197.7479287703,1557955.0434006243
Atp5b,2859208.3131256183,3928128.6265978324,2289499.7205593,1907654.8924567816,1928316.008128986,1420235.5805573154
Atp5c1,449068.660841393,434854.45490000397,507360.9049338928,416509.54789295106,829946.8388864737,463578.23410171655
Atp5d,424245.4805162843,2943376.687740789,4659599.990848113,3836462.919641493,2349700.04693756,3109032.471511069
Atp5e,744487.4479514009,987410.3732432163,873887.5025912022,388512.72991115734,709056.3188997695,1511966.3371907321
Atp5f1,399825.0598997629,890340.9012003205,756161.8930046975,1038712.4791823216,448700.2738289579,962727.1104611261
Atp5g3,66388.61176890445,59671.85351797019,60118.608309878604,52870.95118371951,14151.578496008004,29382.45152962988
Atp5h,1754296.4169445045,1160624.9383897304,1972680.5301212436,2048958.3358912154,1805549.2376624802,1670927.9225821022
Atp5j,1820057.6561543571,365493.74520730245,1678567.6221659253,2372014.229119697,1159302.342683915,724956.5839490885
Atp5j2,468937.68165595905,1319756.0223943866,944006.9088114459,837620.7571977599,693359.2221881206,1489072.044194509
Atp5l,655170.8137409933,426001.64369376074,750466.3181566526,894251.1693165243,617286.7039819523,456384.5520571778
Atp5o,340684.1496778737,608378.2191707734,1081582.8813766423,538388.5367105231,530382.2901389124,332428.5737149275
Atp6v0a1,1242.238387385841,2835.4697721952516,8082.530369605604,4310.021382501792,2558.912112141522,5756.064425978947
Atp6v0a2,5375.209100382554,7191.206212272415,7821.971026096224,3418.6404231925044,5308.920504653906,7396.2164203109205
Atp6v0d1,37992.94216657771,41862.122801233156,50821.72181693981,39854.20306897618,12021.887833773217,19887.090023996647
Atp6v1a,2837.295847858059,34710.29471759164,37685.291337703566,46863.08408192197,30740.805761398144,46301.421340503475
Atp6v1b2,21591.786560759265,33843.972209632295,110867.79727137617,42341.37735685389,59859.427869911,87043.4865584848
Atp6v1c1,14644.492654635236,9066.706619858118,7749.321330798022,6760.06002545657,14750.586433985362,6911.760999249692
Atp6v1d,7761.149520471578,12379.44200438134,6034.162680697129,3919.3087544572427,3024.32624397552,3027.7550290477952
Atp6v1e1,141111.86221022194,22984.392250909383,41171.405374868795,32714.973090581898,47437.59437782721,41929.97882661791
Atp6v1f,14976.904701276395,17646.27464610873,19922.261366246235,28598.05501130816,42693.896630145835,65809.52622809989
Atp6v1g1,110120.02500987212,86555.15468460367,106577.89134545413,139880.04525026964,118641.71723101659,122216.68329066667
Atp6v1h,30734.283298765946,16568.996051916925,26890.632573965337,26021.61342861299,27947.75501003914,12431.005496317188
Atp7a,7187.469901947625,1184.3243172432515,18035.900690257964,2248.4901654799082,1615.783763774803,1162.2433548543142
Atp8b1,16626.937841888128,25889.49799704204,34755.07491034487,26859.275396250094,39867.518055823784,36535.23168115314
Atpaf2,18463.250787823275,44045.45861227884,60441.12481675334,43947.52438304199,36254.44436945524,38241.87105282299
Atpif1,677632.9946859749,1063111.803979638,1337831.657912295,1259042.0589201064,1387400.5942669676,1021994.6046144554
Atxn2l,4541.225022613804,20199.812329607277,20991.156048914145,9245.76110068794,12023.631929974685,11941.580400126879
Auh,10855.309576342377,8043.797302766224,13213.636572747118,12837.585757255756,8367.720777645287,10443.881837476525
Aup1,25305.946031536623,20831.970835736058,40312.872593057196,16863.875077034114,19397.647280398924,23723.749057311838
B2m,276881.4184877244,297961.30827537406,792235.3006208075,262685.19512773206,321915.4175660678,493936.70400618186
B4galnt1,45241.995826386985,102215.06791666591,111256.86261992075,50208.220327135175,65289.6156863992,61822.8861812412
B4galnt2,227808.49967319504,138892.93440818606,46171.27946927209,77815.55718061165,83138.68813653667,102211.93333120951
B4galt1,2548.8678887563206,13994.101139447925,11137.633524355115,7343.060802453473,8789.89490304653,6317.314247457867
Babam1,1590.3398602073073,6512.892224728967,5959.569300338901,5492.163421094709,6259.4940790804485,5715.594128481489
Bag1,26885.117254033412,16794.136396418537,4738.064858674269,13655.12098708596,18536.92447073522,14740.895217780726
Bag3,227.34123852184698,332.0496720665602,358.331622888132,2203.025719087894,2185.989180761586,366.9998416895126
Bag4,1208.4148801469935,1764.9845108704349,1904.6842004585462,8962.584101679702,6201.307034941602,8187.318003144374
Bag6,690.4713851903672,2721.0206612497163,1088.3099503713865,4041.442498205925,2620.681498262536,3680.181176839053
Baiap2l1,20239.246936017844,160937.62477754476,123280.81869531327,100814.42429750582,104281.73919826737,140630.776178934
Baiap2l2,511.10687441419867,746.5115926334247,3594.122237294088,820.4293620548225,6212.925994425169,825.0863029340226
Bak1,41438.39696045656,66164.41765581472,177091.18915160885,16123.3615258542,154242.04459035228,196970.97033712958
Banf1,86939.61908315404,69584.33165793036,58118.78206731238,115913.26314804178,48518.710132117856,33838.01853119302
Bax,52844.03107419433,104697.97767253744,95832.62385344095,86888.0326772478,96978.60231745586,26793.831975307894
Baz1b,3016.7821782164337,4106.83865750608,3114.068389379533,1493.0828156838015,2420.886741827182,3137.854469197617
Bcap31,516532.6869018444,948320.3081048361,641242.8780553248,544116.8827610033,810621.9215313654,758940.5045347625
Bcar1,1203.1327844513467,1757.2695966957451,2567.6095762611126,7567.6253267308375,4271.508123284412,8790.13690210287
Bcas2,17067.98252955083,91170.49245418503,73829.11974054022,42262.55976247545,57360.71337744484,54326.72608400072
Bche,7589.598835723637,41579.911981575526,35162.9433754685,35395.81574961131,37802.09922598131,30429.66765700963
Bckdha,987.6697608565798,9554.38811899587,1556.749275170599,4734.537425133391,1592.6022192525002,3811.4386435752795
Bcl2l1,9925.424713880195,12672.07114079259,14209.066578943412,13433.287971162425,13942.588284297086,14618.940165221047
Bcl2l13,8411.48973305852,5665.671164558193,14423.989420982849,7810.59686469621,8207.499086187232,7778.497057701323
Bcl2l15,5473.28391092546,24943.192306290573,18372.40261793956,22405.493550980733,17317.661412808604,19771.68228496674
Bclaf1,34510.391462249805,25224.369267076563,14457.251172024322,36837.46507205408,19508.47902023971,32648.779351143927
Bco2,4753.590922026035,22623.495897881858,17086.062630923523,16975.273345206475,6563.696204296976,17463.919590729158
Bcs1l,16544.04217387543,13303.72998353398,7772.303198004074,14486.001748186338,18782.68812076182,15212.714829946124
Bdh1,54719.07808539163,230714.480744487,201757.74949106426,314456.09556599485,177368.94732072492,124805.29058364383
Bet1l,5252.266671211078,7671.3465498876785,34001.26541415226,16375.995189558429,25835.827272837963,24587.767511897888
Birc6,197.85459037817054,629.474666145459,581.5992161686432,344.4901389219927,1672.0240101217967,521.0259355403962
Blmh,7280.224553093706,10145.164178264211,8048.3406033927295,10166.395301473583,8897.332206291903,11473.533831449293
Blvra,47161.041274741256,1923.3805043785605,43225.20240519788,35891.23584814055,7201.53555582875,17176.326897213563
Blvrb,6585.201968492369,40338.930330388284,10379.489985004337,45262.68071536782,10618.536361942737,37462.45918349484
Bnip1,62466.79293128625,112211.55797028111,127392.84999858994,21328.18260307436,17072.250743796805,33864.644450276304
Bphl,12817.25843755902,8906.383426916767,7099.087095539703,7572.665463535042,14414.492303100156,3742.957814610608
Bpnt1,59305.36195733919,280418.22749008867,313995.82587196457,562924.6282746623,337034.6385375805,390486.4196744463
Brca2,286.64366027446357,418.66550042986404,1323.6891242176234,1221.128727571453,1159.0805842806,1808.6252896715791
Brcc3,6293.55045586661,13752.19996010734,8828.656058737126,4035.8827162768293,7941.82432971386,12187.239078979892
Bri3bp,54389.58414584204,87571.61016754621,103726.81130711142,26725.29582767155,72816.84953198867,41480.9894203635
Brox,21223.001454006135,24362.15858172898,18964.51173150535,20572.934611941597,15405.248758067984,11918.549830590206
Bsdc1,3323.219358499103,5444.289677649325,12597.221618137824,3716.0040594698944,14525.330252073547,13570.387855270641
Bsg,108621.20971578281,142289.68404159907,104440.979126984,128780.73448367484,169124.48715325497,138962.52182115038
Btf3,114329.42163139279,104044.10380930397,190273.4314846099,75422.69238944507,38969.8553256816,111539.02834005454
Btnl1,21793.871468135563,31869.785940042617,32749.463746139936,83245.20319618512,24813.811371323412,65755.80159340992
Btnl2,19168.679227553243,28957.279580443974,12070.16986883525,33620.5715113409,25169.441697954146,31859.9442800994
Bzw1,64298.258241486066,15245.119351597485,31447.481628443467,30770.406215934556,24373.930670156977,21823.802160536372
Bzw2,2609.701152513576,15208.418358314417,12636.318747644118,3786.789295348845,4145.684100416479,12844.624592058191
C1galt1,30606.976052739275,18769.363186168637,6086.985892895674,8016.91674656794,8235.167421507751,7746.360757489073
C1qbp,44486.52714236587,44155.45952692641,65937.08766060472,68385.45707990073,45044.16011029139,54181.72220330295
C2cd2l,4042.161938388088,15170.844220837933,29632.694424539517,27946.544648177645,16707.32867053716,17368.78755809415
Cab39,20109.45601949826,17980.59050707783,23438.191311305032,25086.921774576593,29755.867021580445,17885.073745467456
Cacybp,16247.255991901491,126601.55212778362,69781.45314138617,13189.874267916717,41029.76831462449,31876.452521067837
Cad,2888.9595309518486,11734.688301687607,603.0025270994917,1450.5650337162858,1460.9432223353251,693.4832567869129
Calml4,14983.678469963865,58284.3963006808,100379.84856455273,175798.11605454367,113503.51516629405,92666.96953972225
Calr,1959950.51077214,1718717.6742289297,1228014.9317417059,1564750.2927264269,1352645.2645512996,1065305.0666283588
Calu,149200.2892820705,133501.20438512694,243873.16078800554,87444.89102623137,198536.48144293443,59839.30243591575
Camk1d,8520.227355346566,9453.128077422642,8221.403256372025,9834.923007195745,10712.112849330082,7093.46452573409
Camk2d,26375.449616160582,103747.20630149926,117337.92429417663,67632.29494904839,18482.471545201486,94755.52305147838
Camsap3,1070.9902791297418,7794.503158185326,1688.0777430140308,4501.309832007891,3519.5672232874917,4081.6201715608863
Cand1,7779.75702834929,21003.969294929015,15442.840343611228,2122.105167653571,7024.760616741127,11695.998070591007
Cant1,14384.33385829656,18815.84949830092,6581.962425836483,7461.590652229619,12601.227063807202,7400.708697614684
Canx,487758.9669964203,160066.1510295954,917392.0136861245,720708.5038581277,455894.29786486545,477782.44359834853
Cap1,315928.614504375,150924.13204344994,419456.41117898613,328920.91786270746,187440.82179340324,409659.20313982375
Capg,5479.219603305881,11508.97867667376,16498.027697305602,15576.261241126022,13745.901267988611,16301.57807790225
Capn1,42479.90040950869,29854.618636176423,93080.52982157758,42821.04467086295,17352.23790955451,39993.46094201888
Capn13,1622.498634103576,6835.526052755912,7080.335923497915,8406.7726200893,8160.280393213091,2619.2201015929663
Capns1,32971.62351114741,45401.24460476849,76007.87643011232,40491.449534896616,71470.13132591716,75116.56253956747
Caprin1,57893.49825256582,118594.17024137992,173392.3273228639,43947.58593422192,67118.8929071844,108421.99332477392
Capza1,194270.0167342492,181550.73785989196,121201.15625933094,54885.34270787721,60606.602647949454,123851.47392448694
Capza2,73223.32331842928,119547.61251583608,148034.04025130745,110472.09074434929,99354.73317605745,157362.89345488054
Capzb,75400.88201120573,279802.52529867366,237355.80811343167,168119.55879972293,38087.19362703874,98773.2003334278
Carhsp1,95131.1046484548,25686.238561073682,33288.871728948114,46936.53451718479,36229.774958118556,53230.335311086266
Carkd,8388.726243737508,6342.983184815446,9702.855063544117,13454.114198266241,18530.587992182347,14764.044952499664
Cars2,5146.56363059092,2252.6765221353244,6583.162365592667,4597.796049160504,5597.889091756632,4598.70180991158
Cask,4491.452398698065,75603.85142478571,134091.39833719062,7878.4061752726375,11576.274464278427,12765.077093171887
Casp1,40170.17914198563,46697.832367331415,54760.986011901456,48894.39340238648,56827.071904314216,35616.8618166567
Casp3,86119.73894962511,75374.95633984284,138408.19402605845,139308.7857103841,98302.50261754401,111729.6590792714
Casp6,26636.95021104374,109990.67996419729,167449.68056746543,133777.87251176976,241827.42347905788,75379.87775570777
Casp7,57712.26932983537,20042.677894292443,31357.99273641609,68879.6517825852,22546.23791359189,10235.572367565519
Casp8,23188.40289457287,68537.24465132685,17457.977476505937,36743.89947720663,37015.260605108924,58536.27563031124
Cast,49879.734676876746,84177.98847019477,91279.23418744956,114886.60636707602,153016.05042349425,116523.45365246943
Casz1,7897.09452013196,4013.5856535221465,2314.3414261128814,3214.1361921185608,5353.87666589621,5648.960474965404
Cat,162017.69638852798,314891.57031905575,213012.13039298714,285410.0251871757,223140.78455728616,245225.97375328245
Cbr1,37308.670699795824,167903.12998758222,96932.25889716837,191761.19289164015,128875.37155501882,443906.78403290396
Cbr4,22977.83635260476,53184.96856391352,68224.65548397208,40971.379415436175,48156.46672395154,61076.2685603975
Cbx1,176035.6456606334,128564.93474254079,172812.90139341858,70451.52397015279,59482.69730706666,99539.62489722847
Cbx3,251637.10961734602,271358.7329576074,257854.32885418725,260851.00310284615,161220.1051780531,182299.01237712643
Cbx4,18149.538977228443,124175.18424200849,30861.058705610816,6173.514150993805,68952.71215799094,107495.97453028098
Cbx5,56077.532082326135,59547.448544692415,24417.112008423745,50864.21546302651,24911.628074815937,20437.74504618735
Ccar1,616.4194889442198,28163.744957353432,4788.567478692948,7300.048796853878,5142.428063120105,6500.727928108784
Ccar2,21740.04437390424,15412.095095589126,10150.464403747565,5236.155453018384,7559.177903112689,8088.081411306175
Ccdc134,11152.143974712359,19755.676535421902,27774.018588691015,25083.52375808511,22140.079397780682,35010.17890157206
Ccdc47,65514.80116301562,51140.83475234646,52046.14792706729,39383.87878116699,24311.067468847257,20558.790873100486
Ccdc51,24861.001839987348,20125.87374542309,24288.464818305663,16605.750179352857,36090.98815924734,20523.704579565092
Ccdc6,13233.266010412332,20168.514871443047,10520.574207876904,14644.66632094296,14184.077139609797,19026.56354152501
Ccdc90b,33232.2967716996,311902.71065492387,8253.611786284397,265265.5002361519,12918.902374279925,10877.491510960994
Ccdc91,2026.5701377466992,2959.96429875176,3194.2474276861803,3253.052792875308,3267.8130147946367,39258.21419263147
Ccdc93,541.166982200425,3263.7155131253035,2459.6225195968273,868.6818827876326,1982.786773089637,2371.9552037552744
Ccl25,40674.308187054565,14151.921797340734,41506.78203926008,30929.703386687255,30901.52691538449,17484.200831679635
Ccs,15610.143550860823,16561.228768517543,8311.171873677578,10000.289785856292,5783.551439708198,18565.563083342728
Cct2,134505.65262399538,43851.73237208238,107415.56695564091,86334.88867562456,79486.51760325128,73844.05753262511
Cct3,250987.24927772162,138191.4293333577,104490.1912014604,60725.32333879592,58331.132547320805,54429.186561412906
Cct4,58625.09618650069,62811.85757386178,123280.65662024722,39307.63947186447,44950.55354448622,105196.79707282664
Cct5,51992.18393044704,143005.48637665363,77976.76396312405,85435.52798862902,45792.41932040406,61527.97848857798
Cct7,151058.40914369817,85616.37028759289,163985.5477070448,93663.06983110674,73288.45440903533,153702.06445740123
Cct8,178630.60282751147,120615.91409197175,140806.42305428456,37874.065740460464,48072.57863398398,76161.32148995867
Ccz1,24081.63876617017,9650.612743485164,8676.893226830254,8552.25604218976,7536.882263052656,7475.861908515207
Cd2ap,33465.954160765985,50267.63536443179,66080.13046452447,26616.665368764392,39074.16383042881,37709.70110241991
